trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
7675070,71A,3,OUTBOUND-HIGHLAND PARK,,0,86 -413,shp-71A-52,1,1
7676070,8,3,INBOUND-DOWNTOWN,,1,2 -007,shp-8-01,1,1
7677070,71D,3,INBOUND-OAKLAND,,1,71D-363,shp-71D-01,1,1
7678070,Y47,3,OUTBOUND-CENTURY SQUARE,,0,Y47 -477,shp-Y47-03,1,1
7679010,88,2,INBOUND-DOWNTOWN,,1,28X-089,shp-88-01,1,1
7680090,8,1,OUTBOUND-WEST VIEW,,0,13 -029,shp-8-51,1,1
768010,Y49,2,OUTBOUND-CENTURY SQUARE,,0,Y49 -362,shp-Y49-54,1,1
7681090,81,1,OUTBOUND-WHARTON SQUARE,,0,Y49 -360,shp-81-52,1,1
7682020,Y47,4,INBOUND-DOWNTOWN,,1,81 -615,shp-Y47-54,1,1
7683090,54,1,INBOUND-ALLEGHENY STATION,,1,13 -036,shp-54-05,1,1
7684090,71D,1,INBOUND-OAKLAND,,1,71C-262,shp-71D-01,1,1
7685090,P1,1,OUTBOUND-SWISSVALE,,0,P1  -348,shp-P1-52,1,1
7686020,61A,4,INBOUND-DOWNTOWN,,1,51 -278,shp-61A-04,1,1
7687070,82,3,OUTBOUND-LINCOLN VIA CENTRE AVENUE,,0,75 -374,shp-82-51,1,1
7688020,4,4,OUTBOUND-TROY HILL,,0,4 -023,shp-4-52,1,1
7689020,51,4,OUTBOUND-BRENTWOOD LOOP,,0,55 -317,shp-51-52,1,1
7690020,G2,4,INBOUND-DOWNTOWN,,1,G2  -721,shp-G2-02,1,1
769090,44,1,INBOUND-DOWNTOWN,,1,48 -120,shp-44-03,1,1
7691070,1,3,OUTBOUND-TARENTUM,,0,1 -003,shp-1-02,1,1
7692010,82,2,INBOUND-DOWNTOWN,,1,82 -296,shp-82-02,1,1
7693010,15,2,INBOUND-DOWNTOWN,,1,16 -048,shp-15-01,1,1
7694090,93,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,93 -334,shp-93-52,1,1
7695010,51,2,OUTBOUND-WEST MIFFLIN,,0,51 -127,shp-51-53,1,1
7696020,61C,4,INBOUND-DOWNTOWN,,1,61C-436,shp-61C-02,1,1
7697020,82,4,OUTBOUND-LINCOLN VIA CENTRE AVENUE,,0,75 -586,shp-82-51,1,1
7698090,2,1,INBOUND-DOWNTOWN,,1,16 -043,shp-2-03,1,1
7699010,6,2,OUTBOUND-SUMMER HILL,,0,2 -008,shp-6-52,1,1
7700010,51,2,OUTBOUND-WEST MIFFLIN,,0,83 -301,shp-51-53,1,1
770020,18,4,INBOUND-ALLEGHENY STATION,,1,54 -298,shp-18-06,1,1
7701020,71B,4,OUTBOUND-HIGHLAND PARK,,0,P3  -804,shp-71B-52,1,1
7702070,71D,3,OUTBOUND-WILKINSBURG,,0,89 -432,shp-71D-51,1,1
7703020,43,4,OUTBOUND-SOUTH HILLS JUNCTION,,0,43 -238,shp-43-52,1,1
7704020,Y47,4,INBOUND-DOWNTOWN,,1,Y47 -873,shp-Y47-54,1,1
7705020,57,4,INBOUND-DOWNTOWN,,1,64 -471,shp-57-01,1,1
7706070,26,3,OUTBOUND-CRAFTON INGRAM SHOPPING CENTER,,0,26 -096,shp-26-51,1,1
77070,69,3,INBOUND-WILKINSBURG,,1,86 -415,shp-69-02,1,1
7707010,61C,2,INBOUND-DOWNTOWN,,1,55 -156,shp-61C-02,1,1
7708070,21,3,OUTBOUND-UNIVERSITY BLVD PARK AND RIDE,,0,27 -100,shp-21-51,1,1
7709070,P1,3,INBOUND-DOWNTOWN,,1,28X-113,shp-P1-02,1,1
7710070,Y47,3,OUTBOUND-CENTURY SQUARE,,0,Y47 -474,shp-Y47-03,1,1
771070,16,3,OUTBOUND-AVALON LOOP,,0,16 -065,shp-16-52,1,1
7711010,17,2,OUTBOUND-SHADELAND,,0,17 -054,shp-17-51,1,1
7712020,P68,4,INBOUND-DOWNTOWN,,1,P68 -822,shp-P68-01,1,1
7713090,71D,1,INBOUND-OAKLAND,,1,71D-265,shp-71D-01,1,1
7714010,56,2,OUTBOUND-PENN STATE - MCKEESPORT,,0,56 -162,shp-56-51,1,1
7715070,61D,3,OUTBOUND-WATERFRONT,,0,51 -151,shp-61D-52,1,1
7716020,48,4,INBOUND-DOWNTOWN,,1,44 -243,shp-48-01,1,1
7717090,G2,1,OUTBOUND-CARNEGIE,,0,27 -082,shp-G2-52,1,1
7718020,P76,4,OUTBOUND-OLYMPIA SHOPPING CENTER,,0,P76 -842,shp-P76-51,1,1
7719020,74,4,INBOUND-EAST LIBERTY,,1,77 -599,shp-74-02,1,1
7720020,G2,4,INBOUND-DOWNTOWN,,1,G2  -719,shp-G2-02,1,1
772010,51,2,INBOUND-DOWNTOWN,,1,51 -130,shp-51-03,1,1
7721070,48,3,OUTBOUND-SOUTH HILLS JUNCTION,,0,48 -148,shp-48-52,1,1
7722090,27,1,OUTBOUND-CRAFTON INGRAM SHOPPING CENTER,,0,27 -082,shp-27-51,1,1
7723020,13,4,OUTBOUND-WEST VIEW,,0,8 -048,shp-13-51,1,1
7724010,54,2,INBOUND-ALLEGHENY STATION,,1,54 -138,shp-54-05,1,1
7725070,13,3,INBOUND-DOWNTOWN,,1,12 -039,shp-13-01,1,1
7726020,39,4,INBOUND-DOWNTOWN,,1,31 -189,shp-39-02,1,1
7727090,71A,1,INBOUND-OAKLAND,,1,28X-084,shp-71A-01,1,1
7728010,61C,2,OUTBOUND-MCKEESPORT,,0,61C-209,shp-61C-52,1,1
7729010,71B,2,INBOUND-DOWNTOWN,,1,71B-245,shp-71B-02,1,1
7730010,88,2,OUTBOUND-BAKERY SQUARE,,0,88 -314,shp-88-52,1,1
773070,87,3,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,67 -327,shp-87-54,1,1
7731070,22,3,INBOUND-DOWNTOWN,,1,24 -090,shp-22-02,1,1
7732010,61A,2,INBOUND-DOWNTOWN,,1,57 -168,shp-61A-04,1,1
7733070,71A,3,INBOUND-OAKLAND,,1,71C-351,shp-71A-01,1,1
7734090,2,1,INBOUND-DOWNTOWN,,1,16 -043,shp-2-03,1,1
7735070,64,3,OUTBOUND-WATERFRONT,,0,81 -394,shp-64-52,1,1
7736010,54,2,INBOUND-ALLEGHENY STATION,,1,54 -143,shp-54-05,1,1
7737020,53L,4,INBOUND-DOWNTOWN,,1,51 -274,shp-53L-02,1,1
7738090,13,1,OUTBOUND-WEST VIEW,,0,54 -145,shp-13-51,1,1
7739020,13,4,OUTBOUND-WEST VIEW,,0,13 -068,shp-13-51,1,1
7740010,P1,2,OUTBOUND-SWISSVALE,,0,P1  -346,shp-P1-52,1,1
774020,Y47,4,OUTBOUND-CCAC SOUTH,,0,Y47 -877,shp-Y47-04,1,1
7741090,61B,1,INBOUND-DOWNTOWN,,1,61B-199,shp-61B-04,1,1
7742010,88,2,OUTBOUND-BAKERY SQUARE,,0,69 -236,shp-88-52,1,1
7743020,43,4,INBOUND-DOWNTOWN,,1,43 -236,shp-43-01,1,1
7744070,88,3,OUTBOUND-BAKERY SQUARE,,0,88 -428,shp-88-52,1,1
7745070,29,3,INBOUND-DOWNTOWN,,1,29 -114,shp-29-02,1,1
7746020,55,4,OUTBOUND-WEST MIFFLIN,,0,51 -273,shp-55-51,1,1
7747020,74,4,INBOUND-EAST LIBERTY,,1,P17 -803,shp-74-02,1,1
7748070,53,3,INBOUND-WATERFRONT,,1,53 -170,shp-53-01,1,1
7749070,51,3,OUTBOUND-WEST MIFFLIN,,0,51 -154,shp-51-53,1,1
7750010,74,2,INBOUND-EAST LIBERTY,,1,89 -320,shp-74-02,1,1
775010,61C,2,OUTBOUND-MCKEESPORT,,0,61C-209,shp-61C-52,1,1
7751020,82,4,OUTBOUND-LINCOLN VIA CENTRE AVENUE,,0,P17 -801,shp-82-51,1,1
7752020,87,4,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,87 -666,shp-87-54,1,1
7753090,17,1,OUTBOUND-SHADELAND,,0,13 -035,shp-17-51,1,1
7754020,57,4,INBOUND-DOWNTOWN,,1,61A-378,shp-57-01,1,1
7755090,51,1,INBOUND-DOWNTOWN,,1,51 -127,shp-51-02,1,1
7756010,87,2,INBOUND-DOWNTOWN,,1,87 -308,shp-87-01,1,1
7757010,16,2,OUTBOUND-AVALON LOOP,,0,16 -044,shp-16-52,1,1
7758020,71C,4,INBOUND-OAKLAND,,1,71D-562,shp-71C-01,1,1
7759020,64,4,OUTBOUND-WATERFRONT,,0,81 -612,shp-64-52,1,1
7760070,P68,3,OUTBOUND-FORBES HOSPITAL,,0,P68 -466,shp-P68-51,1,1
776070,43,3,INBOUND-DOWNTOWN,,1,43 -136,shp-43-01,1,1
7761020,P78,4,INBOUND-DOWNTOWN,,1,88 -676,shp-P78-51,1,1
7762020,36,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,36 -202,shp-36-52,1,1
7763090,6,1,OUTBOUND-SUMMER HILL,,0,14 -038,shp-6-52,1,1
7764010,69,2,INBOUND-WILKINSBURG,,1,28X-091,shp-69-02,1,1
7765010,54,2,INBOUND-ALLEGHENY STATION,,1,54 -145,shp-54-05,1,1
7766020,13,4,INBOUND-DOWNTOWN,,1,13 -063,shp-13-01,1,1
7767020,75,4,INBOUND-SOUTH SIDE WORKS,,1,75 -588,shp-75-04,1,1
7768020,P71,4,INBOUND-DOWNTOWN,,1,71C-538,shp-P71-02,1,1
7769010,14,2,OUTBOUND-AMBRIDGE,,0,16 -049,shp-14-02,1,1
7770070,26,3,INBOUND-DOWNTOWN,,1,21 -083,shp-26-01,1,1
777020,P78,4,OUTBOUND-HARMAR,,0,P78 -852,shp-P78-01,1,1
7771070,87,3,INBOUND-DOWNTOWN,,1,87 -418,shp-87-01,1,1
7772070,79,3,OUTBOUND-WILKINSBURG,,0,82 -405,shp-79-53,1,1
7773010,6,2,OUTBOUND-SUMMER HILL,,0,12 -021,shp-6-52,1,1
7774070,43,3,OUTBOUND-SOUTH HILLS JUNCTION,,0,44 -137,shp-43-52,1,1
7775020,13,4,INBOUND-DOWNTOWN,,1,8 -049,shp-13-01,1,1
7776020,71C,4,OUTBOUND-WILKINSBURG,,0,71B-536,shp-71C-51,1,1
7777020,40,4,OUTBOUND-DUQUESNE HEIGHTS,,0,40 -219,shp-40-52,1,1
7778020,69,4,OUTBOUND-FORBES HOSPITAL,,0,89 -678,shp-69-53,1,1
7779070,79,3,OUTBOUND-WILKINSBURG,,0,79 -387,shp-79-53,1,1
7780090,1,1,INBOUND-DOWNTOWN,,1,91 -326,shp-1-51,1,1
778090,83,1,INBOUND-DOWNTOWN,,1,83 -300,shp-83-02,1,1
7781020,91,4,INBOUND-DOWNTOWN,,1,19L-120,shp-91-01,1,1
7782070,86,3,INBOUND-DOWNTOWN,,1,71B-346,shp-86-01,1,1
7783020,51,4,OUTBOUND-BRENTWOOD LOOP,,0,53L-294,shp-51-52,1,1
7784020,91,4,INBOUND-DOWNTOWN,,1,6 -033,shp-91-02,1,1
7785070,8,3,INBOUND-DOWNTOWN,,1,17 -071,shp-8-01,1,1
7786010,57,2,INBOUND-DOWNTOWN,,1,57 -166,shp-57-01,1,1
7787070,61D,3,INBOUND-OAKLAND,,1,61D-303,shp-61D-02,1,1
7788090,1,1,INBOUND-DOWNTOWN,,1,14 -037,shp-1-51,1,1
7789020,31,4,OUTBOUND-BRIDGEVILLE,,0,31 -187,shp-31-51,1,1
7790090,83,1,OUTBOUND-WHARTON SQUARE,,0,55 -154,shp-83-51,1,1
779090,39,1,INBOUND-DOWNTOWN,,1,39 -107,shp-39-02,1,1
7791070,81,3,OUTBOUND-WHARTON SQUARE,,0,81 -392,shp-81-52,1,1
7792010,91,2,INBOUND-DOWNTOWN,,1,13 -032,shp-91-02,1,1
7793020,P7,4,OUTBOUND-MCKEESPORT,,0,Y46 -865,shp-P7-51,1,1
7794070,61C,3,INBOUND-DOWNTOWN,,1,61C-274,shp-61C-02,1,1
7795010,43,2,OUTBOUND-SOUTH HILLS JUNCTION,,0,44 -117,shp-43-52,1,1
7796090,91,1,OUTBOUND-VA HOSPITAL,,0,91 -325,shp-91-54,1,1
7797070,15,3,INBOUND-DOWNTOWN,,1,6 -017,shp-15-01,1,1
7798070,G2,3,OUTBOUND-CARNEGIE,,0,G2  -448,shp-G2-52,1,1
7799020,P1,4,OUTBOUND-SWISSVALE,,0,P1  -755,shp-P1-52,1,1
7800020,53L,4,OUTBOUND-WEST MIFFLIN,,0,51 -274,shp-53L-54,1,1
780010,48,2,OUTBOUND-SOUTH HILLS JUNCTION,,0,44 -118,shp-48-52,1,1
7801070,69,3,INBOUND-WILKINSBURG,,1,86 -411,shp-69-02,1,1
78020,64,4,INBOUND-LAWRENCEVILLE,,1,56 -326,shp-64-02,1,1
7802020,P1,4,OUTBOUND-SWISSVALE,,0,P1  -769,shp-P1-52,1,1
7803090,81,1,OUTBOUND-WHARTON SQUARE,,0,55 -154,shp-81-52,1,1
7804070,61C,3,INBOUND-DOWNTOWN,,1,61A-252,shp-61C-02,1,1
7805020,71D,4,INBOUND-OAKLAND,,1,67 -480,shp-71D-01,1,1
7806010,P1,2,OUTBOUND-SWISSVALE,,0,P1  -341,shp-P1-52,1,1
7807020,54,4,OUTBOUND-BON AIR,,0,54 -301,shp-54-54,1,1
7808070,77,3,INBOUND-DOWNTOWN,,1,58 -214,shp-77-01,1,1
7809010,6,2,OUTBOUND-SUMMER HILL,,0,6 -011,shp-6-52,1,1
7810020,48,4,OUTBOUND-SOUTH HILLS JUNCTION,,0,48 -247,shp-48-52,1,1
781090,75,1,OUTBOUND-OLD FREEPORT RD,,0,75 -278,shp-75-52,1,1
7811020,91,4,INBOUND-DOWNTOWN,,1,17 -108,shp-91-01,1,1
7812020,43,4,OUTBOUND-SOUTH HILLS JUNCTION,,0,43 -239,shp-43-52,1,1
7813070,87,3,INBOUND-DOWNTOWN,,1,86 -416,shp-87-01,1,1
7814070,51,3,INBOUND-DOWNTOWN,,1,Y46 -470,shp-51-02,1,1
7815020,71C,4,INBOUND-OAKLAND,,1,71D-561,shp-71C-01,1,1
7816020,61D,4,INBOUND-OAKLAND,,1,61D-445,shp-61D-02,1,1
7817070,61B,3,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,61A-244,shp-61B-54,1,1
7818020,51,4,INBOUND-DOWNTOWN,,1,51 -278,shp-51-02,1,1
7819020,71A,4,OUTBOUND-HIGHLAND PARK,,0,71A-508,shp-71A-52,1,1
7820070,14,3,OUTBOUND-AMBRIDGE,,0,14 -055,shp-14-02,1,1
782010,36,2,INBOUND-DOWNTOWN,,1,36 -101,shp-36-01,1,1
7821010,48,2,INBOUND-DOWNTOWN,,1,48 -123,shp-48-01,1,1
7822090,51,1,INBOUND-DOWNTOWN,,1,51 -130,shp-51-03,1,1
7823020,1,4,INBOUND-DOWNTOWN,,1,17 -097,shp-1-51,1,1
7824090,71A,1,OUTBOUND-HIGHLAND PARK,,0,71A-242,shp-71A-52,1,1
7825070,61B,3,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,61A-250,shp-61B-54,1,1
7826070,71A,3,OUTBOUND-HIGHLAND PARK,,0,71A-335,shp-71A-52,1,1
7827090,61A,1,INBOUND-DOWNTOWN,,1,61B-195,shp-61A-04,1,1
7828020,21,4,INBOUND-DOWNTOWN,,1,21 -132,shp-21-02,1,1
7829090,57,1,OUTBOUND-WATERFRONT,,0,61A-185,shp-57-51,1,1
7830070,P1,3,INBOUND-DOWNTOWN,,1,P1  -459,shp-P1-02,1,1
783010,P68,2,INBOUND-DOWNTOWN,,1,P68 -350,shp-P68-02,1,1
7831090,71D,1,OUTBOUND-WILKINSBURG,,0,86 -307,shp-71D-51,1,1
7832090,40,1,OUTBOUND-DUQUESNE HEIGHTS,,0,11 -020,shp-40-52,1,1
7833010,61B,2,INBOUND-DOWNTOWN,,1,61B-196,shp-61B-04,1,1
7834070,75,3,OUTBOUND-OLD FREEPORT RD,,0,75 -378,shp-75-52,1,1
7835070,69,3,OUTBOUND-TRAFFORD,,0,86 -415,shp-69-52,1,1
7836010,82,2,INBOUND-DOWNTOWN,,1,82 -292,shp-82-02,1,1
7837090,16,1,INBOUND-DOWNTOWN,,1,13 -034,shp-16-01,1,1
7838010,38,2,INBOUND-DOWNTOWN,,1,21 -060,shp-38-02,1,1
7839020,71D,4,INBOUND-OAKLAND,,1,71C-541,shp-71D-01,1,1
7840090,61C,1,OUTBOUND-MCKEESPORT,,0,55 -156,shp-61C-52,1,1
784010,64,2,OUTBOUND-WATERFRONT,,0,64 -222,shp-64-52,1,1
7841010,51,2,OUTBOUND-BRENTWOOD LOOP,,0,59 -174,shp-51-52,1,1
7842090,51,1,INBOUND-DOWNTOWN,,1,61A-182,shp-51-03,1,1
7843090,71A,1,OUTBOUND-HIGHLAND PARK,,0,71A-238,shp-71A-52,1,1
7844090,71A,1,INBOUND-OAKLAND,,1,71A-241,shp-71A-01,1,1
7845070,61C,3,INBOUND-DOWNTOWN,,1,61C-276,shp-61C-02,1,1
7846020,P1,4,OUTBOUND-SWISSVALE,,0,28X-173,shp-P1-52,1,1
7847020,8,4,INBOUND-DOWNTOWN,,1,54 -308,shp-8-01,1,1
7848070,Y47,3,INBOUND-DOWNTOWN,,1,59 -220,shp-Y47-54,1,1
7849070,61C,3,INBOUND-DOWNTOWN,,1,61A-250,shp-61C-02,1,1
7850090,28X,1,INBOUND-DOWNTOWN AND OAKLAND,,1,28X-096,shp-28X-02,1,1
785020,53L,4,OUTBOUND-WEST MIFFLIN,,0,93 -705,shp-53L-54,1,1
7851090,61B,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,61B-201,shp-61B-54,1,1
7852020,51,4,OUTBOUND-WEST MIFFLIN,,0,Y1  -855,shp-51-53,1,1
7853020,1,4,INBOUND-DOWNTOWN,,1,2 -019,shp-1-51,1,1
7854020,P12,4,INBOUND-DOWNTOWN,,1,P12 -778,shp-P12-06,1,1
7855020,61D,4,OUTBOUND-WATERFRONT,,0,61A-385,shp-61D-52,1,1
7856090,82,1,OUTBOUND-LINCOLN VIA CENTRE AVENUE,,0,71D-270,shp-82-51,1,1
7857020,71C,4,INBOUND-OAKLAND,,1,71C-545,shp-71C-01,1,1
7858090,P68,1,OUTBOUND-FORBES HOSPITAL,,0,P68 -353,shp-P68-51,1,1
7859090,38,1,OUTBOUND-MT LEBANON STATION,,0,38 -104,shp-38-52,1,1
7860020,75,4,INBOUND-SOUTH SIDE WORKS,,1,65 -478,shp-75-04,1,1
786020,2,4,INBOUND-DOWNTOWN,,1,2 -015,shp-2-03,1,1
7861010,P1,2,OUTBOUND-SWISSVALE,,0,P1  -339,shp-P1-52,1,1
7862010,61C,2,INBOUND-DOWNTOWN,,1,64 -222,shp-61C-02,1,1
7863010,15,2,INBOUND-DOWNTOWN,,1,6 -011,shp-15-01,1,1
7864070,12,3,OUTBOUND-MCCANDLESS PARK AND RIDE,,0,14 -053,shp-12-53,1,1
7865070,41,3,INBOUND-DOWNTOWN,,1,31 -119,shp-41-02,1,1
7866090,82,1,INBOUND-DOWNTOWN,,1,71A-242,shp-82-02,1,1
7867090,21,1,OUTBOUND-SEWICKLEY,,0,21 -062,shp-21-52,1,1
7868020,48,4,OUTBOUND-SOUTH HILLS JUNCTION,,0,48 -252,shp-48-52,1,1
7869070,P1,3,OUTBOUND-SWISSVALE,,0,P1  -457,shp-P1-52,1,1
7870070,61D,3,INBOUND-OAKLAND,,1,61D-304,shp-61D-02,1,1
787020,28X,4,INBOUND-DOWNTOWN AND OAKLAND,,1,P16 -789,shp-28X-02,1,1
7871090,P1,1,INBOUND-DOWNTOWN,,1,P1  -339,shp-P1-02,1,1
7872070,93,3,INBOUND-GLEN HAZEL,,1,93 -442,shp-93-01,1,1
7873070,48,3,INBOUND-DOWNTOWN,,1,22 -087,shp-48-01,1,1
7874070,39,3,OUTBOUND-BROOKLINE,,0,26 -097,shp-39-52,1,1
7875010,48,2,OUTBOUND-SOUTH HILLS JUNCTION,,0,39 -106,shp-48-52,1,1
7876020,40,4,OUTBOUND-DUQUESNE HEIGHTS,,0,19L-114,shp-40-52,1,1
7877070,26,3,INBOUND-DOWNTOWN,,1,26 -096,shp-26-01,1,1
7878070,Y47,3,OUTBOUND-CENTURY SQUARE,,0,Y47 -474,shp-Y47-03,1,1
7879070,56,3,INBOUND-DOWNTOWN,,1,56 -201,shp-56-01,1,1
7880020,36,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,36 -201,shp-36-52,1,1
788010,Y46,2,OUTBOUND-ELIZABETH,,0,Y46 -355,shp-Y46-53,1,1
7881070,61C,3,INBOUND-DOWNTOWN,,1,61C-273,shp-61C-02,1,1
7882090,89,1,OUTBOUND-GARFIELD COMMONS,,0,28X-096,shp-89-51,1,1
7883090,77,1,INBOUND-DOWNTOWN,,1,71C-263,shp-77-01,1,1
7884090,22,1,INBOUND-DOWNTOWN,,1,36 -101,shp-22-02,1,1
7885020,71D,4,INBOUND-OAKLAND,,1,71D-569,shp-71D-01,1,1
7886020,29,4,OUTBOUND-CCAC WEST,,0,41 -230,shp-29-51,1,1
7887070,79,3,INBOUND-LINCOLN LOOP,,1,79 -386,shp-79-01,1,1
7888070,91,3,INBOUND-DOWNTOWN,,1,91 -438,shp-91-02,1,1
7889010,91,2,OUTBOUND-VA HOSPITAL,,0,8 -018,shp-91-54,1,1
7890090,55,1,INBOUND-NORTH VERSAILLES,,1,51 -129,shp-55-01,1,1
789090,71B,1,OUTBOUND-HIGHLAND PARK,,0,71B-247,shp-71B-52,1,1
7891020,13,4,INBOUND-DOWNTOWN,,1,8 -040,shp-13-01,1,1
7892070,28X,3,INBOUND-DOWNTOWN AND OAKLAND,,1,71D-355,shp-28X-02,1,1
7893010,17,2,OUTBOUND-SHADELAND,,0,13 -035,shp-17-51,1,1
7894010,16,2,INBOUND-DOWNTOWN,,1,16 -044,shp-16-01,1,1
7895090,91,1,OUTBOUND-VA HOSPITAL,,0,91 -327,shp-91-54,1,1
7896070,15,3,INBOUND-DOWNTOWN,,1,11 -033,shp-15-01,1,1
7897070,89,3,INBOUND-EAST LIBERTY,,1,74 -369,shp-89-01,1,1
7898090,P1,1,OUTBOUND-SWISSVALE,,0,71B-251,shp-P1-52,1,1
7899070,67,3,INBOUND-DOWNTOWN,,1,67 -325,shp-67-02,1,1
7900020,36,4,OUTBOUND-SOUTH HILLS VILLAGE,,0,20 -121,shp-36-52,1,1
790090,69,1,OUTBOUND-TRAFFORD,,0,69 -233,shp-69-52,1,1
7901090,87,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,87 -309,shp-87-54,1,1
7902070,71B,3,OUTBOUND-HIGHLAND PARK,,0,71B-336,shp-71B-52,1,1
7903010,81,2,OUTBOUND-WHARTON SQUARE,,0,Y49 -360,shp-81-52,1,1
7904090,71D,1,OUTBOUND-WILKINSBURG,,0,71D-266,shp-71D-51,1,1
7905010,24,2,OUTBOUND-MALL AT ROBINSON,,0,24 -073,shp-24-51,1,1
7906010,2,2,INBOUND-DOWNTOWN,,1,2 -007,shp-2-03,1,1
79070,71C,3,INBOUND-OAKLAND,,1,71D-363,shp-71C-01,1,1
7907020,51,4,INBOUND-DOWNTOWN,,1,93 -717,shp-51-03,1,1
7908020,57,4,INBOUND-DOWNTOWN,,1,93 -711,shp-57-01,1,1
7909020,71A,4,OUTBOUND-HIGHLAND PARK,,0,71A-513,shp-71A-52,1,1
7910070,61D,3,INBOUND-OAKLAND,,1,51 -151,shp-61D-02,1,1
791020,58,4,INBOUND-DOWNTOWN,,1,58 -335,shp-58-02,1,1
7911090,P1,1,INBOUND-DOWNTOWN,,1,P1  -342,shp-P1-02,1,1
7912020,P1,4,INBOUND-DOWNTOWN,,1,P1  -766,shp-P1-02,1,1
7913020,4,4,OUTBOUND-TROY HILL,,0,19L-115,shp-4-52,1,1
7914070,61D,3,OUTBOUND-WATERFRONT,,0,51 -152,shp-61D-52,1,1
7915020,89,4,OUTBOUND-GARFIELD COMMONS,,0,88 -675,shp-89-51,1,1
7916010,71D,2,INBOUND-OAKLAND,,1,71D-268,shp-71D-01,1,1
7917090,71A,1,OUTBOUND-HIGHLAND PARK,,0,77 -281,shp-71A-52,1,1
7918010,82,2,INBOUND-DOWNTOWN,,1,89 -318,shp-82-02,1,1
7919070,64,3,OUTBOUND-WATERFRONT,,0,56 -205,shp-64-52,1,1
7920070,88,3,OUTBOUND-BAKERY SQUARE,,0,89 -434,shp-88-52,1,1
792090,87,1,INBOUND-DOWNTOWN,,1,87 -309,shp-87-01,1,1
7921010,61B,2,INBOUND-DOWNTOWN,,1,51 -131,shp-61B-04,1,1
7922070,6,3,INBOUND-DOWNTOWN,,1,17 -075,shp-6-01,1,1
7923010,41,2,INBOUND-DOWNTOWN,,1,36 -102,shp-41-02,1,1
7924090,41,1,OUTBOUND-BRIDGEVILLE,,0,39 -107,shp-41-52,1,1
7925020,P78,4,INBOUND-DOWNTOWN,,1,89 -682,shp-P78-51,1,1
7926070,51,3,INBOUND-DOWNTOWN,,1,51 -155,shp-51-03,1,1
7927090,61A,1,INBOUND-DOWNTOWN,,1,61D-219,shp-61A-04,1,1
7928020,51,4,OUTBOUND-BRENTWOOD LOOP,,0,51 -277,shp-51-52,1,1
7929070,77,3,OUTBOUND-ALCOMA,,0,89 -431,shp-77-54,1,1
7930010,71A,2,INBOUND-OAKLAND,,1,71A-237,shp-71A-01,1,1
793020,P68,4,INBOUND-DOWNTOWN,,1,71C-557,shp-P68-01,1,1
7931010,16,2,INBOUND-DOWNTOWN,,1,16 -050,shp-16-01,1,1
7932010,88,2,INBOUND-DOWNTOWN,,1,69 -235,shp-88-01,1,1
7933020,Y46,4,INBOUND-DOWNTOWN,,1,Y46 -870,shp-Y46-04,1,1
7934070,P68,3,OUTBOUND-FORBES HOSPITAL,,0,P68 -467,shp-P68-51,1,1
7935020,77,4,INBOUND-DOWNTOWN,,1,P16 -798,shp-77-03,1,1
7936020,P1,4,INBOUND-DOWNTOWN,,1,P1  -766,shp-P1-02,1,1
7937070,Y46,3,OUTBOUND-ELIZABETH,,0,Y46 -472,shp-Y46-53,1,1
7938020,G2,4,OUTBOUND-CARNEGIE,,0,G2  -723,shp-G2-52,1,1
7939070,29,3,OUTBOUND-CCAC WEST,,0,48 -144,shp-29-51,1,1
7940020,61C,4,OUTBOUND-MCKEESPORT,,0,61C-416,shp-61C-52,1,1
794020,17,4,INBOUND-DOWNTOWN,,1,17 -097,shp-17-02,1,1
7941090,86,1,OUTBOUND-WILKINSBURG,,0,82 -296,shp-86-52,1,1
7942090,87,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,87 -308,shp-87-54,1,1
7943020,67,4,INBOUND-DOWNTOWN,,1,67 -486,shp-67-01,1,1
7944010,89,2,INBOUND-EAST LIBERTY,,1,89 -317,shp-89-01,1,1
7945020,64,4,OUTBOUND-WATERFRONT,,0,64 -471,shp-64-52,1,1
7946020,53L,4,OUTBOUND-WEST MIFFLIN,,0,53L-296,shp-53L-54,1,1
7947010,64,2,INBOUND-LAWRENCEVILLE,,1,64 -224,shp-64-02,1,1
7948020,39,4,INBOUND-DOWNTOWN,,1,20 -126,shp-39-02,1,1
7949070,75,3,INBOUND-SOUTH SIDE WORKS,,1,86 -416,shp-75-04,1,1
7950020,58,4,INBOUND-DOWNTOWN,,1,P10 -771,shp-58-02,1,1
795090,27,1,INBOUND-DOWNTOWN,,1,38 -104,shp-27-01,1,1
7951090,61C,1,OUTBOUND-MCKEESPORT,,0,61C-213,shp-61C-52,1,1
